name,meaning,gender,gender_m,gender_f,korean_meaning,celebrity
Arrigo,Ruler of the home,boy,True,False,가정의 지배자,[]
Arsen,"Virile, potent, strong",boy,True,False,"사나운, 유력한, 강한","{'name': 'chris larsen', 'net_worth': 2000000000}"
Arsene,"Virile, potent, strong",boy,True,False,"사나운, 유력한, 강한","[{'name': 'arsene wenger', 'net_worth': 48000000, 'gender': 'male', 'nationality': 'fr', 'occupation': ['coach', 'manager'], 'height': 1.91, 'birthday': '1949-10-22', 'age': 72, 'is_alive': True}]"
Arsenio,"Virile, potent, strong",boy,True,False,"사나운, 유력한, 강한","[{'name': 'arsenio hall', 'net_worth': 16000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['comedian', 'actor', 'television_producer', 'screenwriter', 'voice_actor', 'film_producer', 'presenter'], 'height': 1.8, 'birthday': '1956-02-12', 'age': 66, 'is_alive': True}]"
Arslan,Lion,boy,True,False,사자,[]
Artair,As strong as a bear,boy,True,False,곰처럼 강하다,[]
Artemas,Follower,boy,True,False,수행원,[]
Arthit,Man of the sun,boy,True,False,태양의 남자,[]
Arthur,As strong as a bear,boy,True,False,곰처럼 강하다,"{'name': 'arthur blank', 'net_worth': 4000000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['entrepreneur', 'businessperson'], 'birthday': '1942-09-27', 'age': 79, 'is_alive': True}"
Artturi,As strong as a bear,boy,True,False,곰처럼 강하다,[]
Arturo,As strong as a bear,boy,True,False,곰처럼 강하다,"{'name': 'arturo gatti', 'net_worth': 4000000, 'gender': 'male', 'nationality': 'ca', 'occupation': ['professional_boxer'], 'height': 1.71, 'birthday': '1972-04-15', 'age': 37, 'is_alive': False, 'death': '2009-07-11'}"
Artyom,Follower,boy,True,False,수행원,[]
Arusi,Born at the wedding time,girl,False,True,"비, n 결혼식 시간에",[]
Arvid,Tree of the eagle,boy,True,False,독수리의 나무,[]
Arvin,Friend to all,boy,True,False,모두에게 친구,"{'name': 'marvin hamlisch', 'net_worth': 20000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['composer', 'conductor', 'actor', 'pianist', 'film_score_composer'], 'birthday': '1944-06-02', 'age': 68, 'is_alive': False, 'death': '2012-08-06'}"
Arya,Noble,girl,False,True,고귀한,"{'name': 'abhijeet bhattacharya', 'net_worth': 30000000, 'gender': 'male', 'nationality': 'in', 'occupation': ['singer', 'actor'], 'birthday': '1958-10-30', 'age': 63, 'is_alive': True}"
Asa,Tribal healer,boy,True,False,부족 치료사,"{'name': 'masashi kishimoto', 'net_worth': 20000000, 'gender': 'male', 'nationality': 'jp', 'occupation': ['mangaka', 'screenwriter', 'television_producer', 'film_producer'], 'birthday': '1974-11-08', 'age': 47, 'is_alive': True}"
Asaya,God's creation,boy,True,False,신의 창조,[]
Asbjorn,God of bears,boy,True,False,곰의 신,[]
Asbury,A fort close to ash trees,boy,True,False,"에프, 물푸레나무에 가깝다",[]
Ase,God-like,girl,False,True,신과 같은,"{'name': 'casey mears', 'net_worth': 25000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['race_car_driver'], 'height': 1.72, 'birthday': '1978-03-12', 'age': 44, 'is_alive': True}"
Asenath,Devoted to Anath,girl,False,True,아나트에게 헌신,[]
Asger,Spear of God,boy,True,False,신의 창,"[{'name': 'matt vasgersian', 'net_worth': 1500000, 'gender': 'male', 'nationality': 'us', 'occupation': ['sports_commentator', 'announcer'], 'birthday': '1967-09-28', 'age': 54, 'is_alive': True}]"
Ash,Meadow of ash trees,boygirl,True,True,물푸레나무의 초원,"{'name': 'daniel ash', 'net_worth': 10000000}"
Asha,One who is alive,girl,False,True,살아계신 분,"{'name': 'natasha melnick', 'net_worth': 400000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor'], 'height': 1.72, 'birthday': '1984-04-10', 'age': 38, 'is_alive': True}"
Ashanti,"Aggressive, warlike",girl,False,True,"적극적인, 호전적인","[{'name': 'ashanti', 'net_worth': 8000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'singer-songwriter', 'record_producer', 'dancer', 'composer'], 'height': 1.6, 'birthday': '1980-10-13', 'age': 41, 'is_alive': True}]"
Ashby,Coming from the ash tree farm,boy,True,False,물푸레나무 농장에서 온,[]
Ashcroft,Ash tree farm,boy,True,False,물푸레나무 농장,"{'name': 'michael ashcroft', 'net_worth': 1400000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['politician', 'businessperson'], 'birthday': '1946-03-04', 'age': 76, 'is_alive': True}"
Asher,"Favorable, lucky",boy,True,False,", ","{'name': 'asher d', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['actor', 'musician', 'rapper'], 'birthday': '1982-06-30', 'age': 40, 'is_alive': True}"
Ashford,Living beside the ash tree ford,boy,True,False,"물푸레나무 옆에 살기 f, 디","[{'name': 'nick ashford', 'net_worth': 6000000}]"
Ashley,Meadow of ash trees,boygirl,True,True,물푸레나무의 초원,"{'name': 'ashley holmes', 'net_worth': 30000}"
Ashlyn,Meadow of ash trees,girl,False,True,물푸레나무의 초원,"{'name': 'ashlynn brooke', 'net_worth': 3000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['pornographic_film_actor', 'stripper', 'model'], 'height': 1.57, 'birthday': '1985-08-14', 'age': 37, 'is_alive': True}"
Ashton,Town of ash trees,boygirl,True,True,물푸레나무 마을,"{'name': 'ashton kutcher', 'net_worth': 200000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['model', 'actor', 'screenwriter', 'entrepreneur', 'comedian', 'television_producer', 'presenter', 'voice_actor', 'film_producer'], 'height': 1.89, 'birthday': '1978-02-07', 'age': 44, 'is_alive': True}"
Asia,Unclear,girl,False,True,불분명,"{'name': 'asia argento', 'net_worth': 1000000, 'gender': 'female', 'nationality': 'it', 'occupation': ['actor', 'model', 'singer', 'film_director', 'screenwriter', 'disc_jockey'], 'height': 1.68, 'birthday': '1975-09-20', 'age': 46, 'is_alive': True}"
Asiah,Unclear,girl,False,True,불분명,[]
Asil,Noble man,boy,True,False,귀족,"{'name': 'vasily anisimov', 'net_worth': 2700000000}"
Asim,Protector,boy,True,False,"보호하다, ","{'name': 'kasim reed', 'net_worth': 800000}"
Askari,Soldier,boy,True,False,군인,[]
Aslan,Lion,boy,True,False,사자,"{'name': 'reza aslan', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'ir', 'occupation': ['writer', 'professor', 'author'], 'birthday': '1972-05-03', 'age': 50, 'is_alive': True}"
Aslaug,Woman engaged to god,girl,False,True,신과 약혼한 여자,[]
Asli,Sincere,girl,False,True,진실된,[]
Aslog,Woman engaged to god,girl,False,True,신과 약혼한 여자,[]
Asmund,Divine protection,boy,True,False,신성한 보호,[]
Aspasia,Welcoming,girl,False,True,환영,[]
Aspen,The aspen tree,girl,False,True,아스펜 나무,[]
Asriel,God's support,boy,True,False,"신의 만찬, 티",[]
Asta,Divine beauty,girl,False,True,신성한 아름다움,"{'name': 'trey anastasio', 'net_worth': 85000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['guitarist', 'singer', 'film_score_composer', 'musician', 'composer'], 'height': 1.74, 'birthday': '1964-09-30', 'age': 57, 'is_alive': True}"
Aston,From the east town,boy,True,False,동쪽 마을에서,"{'name': 'gaston acurio', 'net_worth': 20000000}"
Astor,God of thunder,boy,True,False,천둥의 신,"{'name': 'vincent pastore', 'net_worth': 6000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor', 'radio_personality', 'sailor'], 'height': 1.78, 'birthday': '1946-07-14', 'age': 76, 'is_alive': True}"
Astra,Like a star,girl,False,True,별 같이,"{'name': 'mary elizabeth mastrantonio', 'net_worth': 2000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'singer'], 'height': 1.65, 'birthday': '1958-11-17', 'age': 63, 'is_alive': True}"
Astrid,Divine beauty,girl,False,True,신성한 아름다움,"{'name': 'astrid lindgren', 'net_worth': 20000000, 'gender': 'female', 'nationality': 'se', 'occupation': ['writer', 'screenwriter', ""children's_book_author""], 'birthday': '1907-11-14', 'age': 94, 'is_alive': False, 'death': '2002-01-28'}"
Asuman,From the sky,girl,False,True,하늘에서,[]
Atarah,Crown,girl,False,True,왕관,[]
Atefeh,Kind-hearted,girl,False,True,친절한,[]
Athalia,God is sublime,girl,False,True,신은 숭고하다,"[{'name': 'nathalia ramos', 'net_worth': 3000000, 'gender': 'female', 'nationality': 'es', 'occupation': ['actor'], 'height': 1.63, 'birthday': '1992-07-03', 'age': 30, 'is_alive': True}]"
Athena,Unclear,girl,False,True,불분명,"[{'name': 'athena lee', 'net_worth': 500000, 'gender': 'female', 'nationality': 'us', 'occupation': ['drummer', 'musician', 'actor'], 'birthday': '1964-12-08', 'age': 57, 'is_alive': True}]"
Atherton,Coming from Atherton,boy,True,False,Atherton에서 오는,"{'name': 'erin heatherton', 'net_worth': 7000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['fashion_model', 'model'], 'height': 1.8, 'birthday': '1989-03-04', 'age': 33, 'is_alive': True}"
Athol,New Irish land,boygirl,True,True,새로운 아일랜드 땅,[]
Atkin,Man,boy,True,False,남성,"{'name': 'tom atkins', 'net_worth': 500000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor'], 'height': 1.85, 'birthday': '1935-11-13', 'age': 86, 'is_alive': True}"
Atkins,Son of Atkin,boy,True,False,앳킨의 아들,"{'name': 'tom atkins', 'net_worth': 500000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor'], 'height': 1.85, 'birthday': '1935-11-13', 'age': 86, 'is_alive': True}"
Atlas,He who carries,boy,True,False,나르는 자,"{'name': 'natacha atlas', 'net_worth': 10000000, 'gender': 'female', 'nationality': 'be', 'occupation': ['singer', 'songwriter'], 'birthday': '1964-03-20', 'age': 58, 'is_alive': True}"
Atotoztli,Unclear,girl,False,True,불분명,[]
Atreo,King,boy,True,False,왕,[]
Atticus,Coming from Attica,boy,True,False,아티카에서 오는,"{'name': 'atticus ross', 'net_worth': 12000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['composer', 'record_producer', 'audio_engineer', 'film_score_composer'], 'birthday': '1968-01-16', 'age': 54, 'is_alive': True}"
Attila,Small father,boy,True,False,작은 아버지,[]
Auberon,Elf ruler,boy,True,False,엘프 통치자,[]
Aubrey,Ruler of elves,boygirl,True,True,엘프의 지배자,"{'name': 'aubrey anderson-emmons', 'net_worth': 6000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['child_actor'], 'birthday': '2007-06-06', 'age': 15, 'is_alive': True}"
Aubriella,Ruler of elves,girl,False,True,엘프의 지배자,[]
Auburn,Red-brown,boygirl,True,True,적갈색,[]
Aucaman,Condor from wilderness,boy,True,False,"조건, 광야에서",[]
Auden,Ancient friend,boy,True,False,고대 친구,[]
Audhild,Fighting for wealth,girl,False,True,"파이팅 에프, 재산",[]
Audie,Of noble strength,girl,False,True,고귀한 힘의,"[{'name': 'audie murphy', 'net_worth': 300000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor', 'soldier', 'songwriter'], 'height': 1.65, 'birthday': '1925-06-20', 'age': 45, 'is_alive': False, 'death': '1971-05-28'}]"
Audrey,Of noble strength,boygirl,True,True,고귀한 힘의,"{'name': 'audrey puente', 'net_worth': 3000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['meteorologist', 'businessperson', 'newscaster'], 'birthday': '1970-03-03', 'age': 52, 'is_alive': True}"
Audrina,Of noble strength,girl,False,True,고귀한 힘의,"[{'name': 'audrina patridge', 'net_worth': 5000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'model', 'tv_personality'], 'height': 1.71, 'birthday': '1985-05-09', 'age': 37, 'is_alive': True}]"
Audun,Affluent friend,boy,True,False,부유한 친구,[]
August,Exalted,boy,True,False,고귀한,"{'name': 'august von finck jr', 'net_worth': 8300000000, 'gender': 'male', 'nationality': 'de', 'occupation': ['investor', 'banker'], 'birthday': '1930-03-11', 'age': 92, 'is_alive': True}"
Augusta,Exalted,girl,False,True,고귀한,[]
Augustina,Exalted,girl,False,True,고귀한,[]
Augustine,Exalted,boy,True,False,고귀한,[]
Augustino,Exalted,boy,True,False,고귀한,[]
Augustus,Exalted,boy,True,False,고귀한,[]
Aune,"Sacred, chaste",girl,False,True,"신성한, 순결한","{'name': 'faune a. chambers', 'net_worth': 2000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'dancer'], 'birthday': '1976-09-23', 'age': 45, 'is_alive': True}"
Aura,Breeze,girl,False,True,미풍,"{'name': 'laura linney', 'net_worth': 10000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'television_producer', 'singer', 'voice_actor'], 'height': 1.7, 'birthday': '1964-02-05', 'age': 58, 'is_alive': True}"
Aurel,Gilded or golden,boy,True,False,"화려한, 황금","{'name': 'laurel holloman', 'net_worth': 3000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'artist', 'visual_artist'], 'height': 1.67, 'birthday': '1971-05-23', 'age': 51, 'is_alive': True}"
Aurelia,Golden,girl,False,True,골든,[]
Aurelian,Gilded or golden,boy,True,False,"화려한, 황금",[]
Aurelianus,Gilded or golden,boy,True,False,"화려한, 황금",[]
Aurelio,Gilded or golden,boy,True,False,"화려한, 황금","[{'name': 'aurelio de laurentiis', 'net_worth': 50000000, 'gender': 'male', 'nationality': 'it', 'occupation': ['film_producer', 'entrepreneur'], 'birthday': '1949-05-24', 'age': 73, 'is_alive': True}]"
Aurelius,Gilded or golden,boy,True,False,"화려한, 황금",[]
Aureo,Gilded or golden,boy,True,False,"화려한, 황금",[]
Aurianna,The most holy,girl,False,True,가장 거룩한,[]
Aurora,Sunrise,girl,False,True,해돋이,"{'name': 'aurora perrineau', 'net_worth': 3000000}"
Austin,Exalted,boy,True,False,고귀한,"{'name': 'austin chumlee russell', 'net_worth': 5000000, 'gender': 'male', 'nationality': 'us', 'birthday': '1982-09-08', 'age': 40, 'is_alive': True}"
Autumn,Season of fall,girl,False,True,가을의 계절,"{'name': 'autumn reeser', 'net_worth': 3000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor'], 'height': 1.63, 'birthday': '1980-09-21', 'age': 41, 'is_alive': True}"
Ava,Living and breathing,girl,False,True,생활과 호흡,"{'name': 'sarah savage', 'net_worth': 50000, 'gender': 'female'}"
Avalon,Apple tree island,boygirl,True,True,사과나무섬,"{'name': 'mickey avalon', 'net_worth': 9000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['rapper', 'songwriter', 'singer'], 'birthday': '1975-12-03', 'age': 46, 'is_alive': True}"
Aveline,Longed for,girl,False,True,"동경 f, ",[]
Avellino,Longed for,boy,True,False,"동경 f, ",[]
Avery,Ruler of elves,boygirl,True,True,엘프의 지배자,"{'name': 'dylan avery', 'net_worth': 200000, 'gender': 'male', 'nationality': 'us', 'occupation': ['film_producer', 'screenwriter', 'film_director', 'filmmaking'], 'birthday': '1983-11-01', 'age': 38, 'is_alive': True}"
Avia,God is my father,girl,False,True,신은 나의 아버지,"{'name': 'flavia pennetta', 'net_worth': 7000000, 'gender': 'female', 'nationality': 'it', 'occupation': ['tennis_player'], 'height': 1.72, 'birthday': '1982-02-25', 'age': 40, 'is_alive': True}"
Aviaja,My cousin,girl,False,True,내 사촌,[]
Avidor,Father of many,boy,True,False,많은 사람들의 아버지,[]
Avigail,My father's delight,girl,False,True,아버지의 기쁨,[]
Avigdor,"Protector, father",boy,True,False,", ",[]
Avila,Longed for,girl,False,True,"동경 f, ","{'name': 'alejandro santo domingo davila', 'net_worth': 4000000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['financier'], 'birthday': '1977-02-13', 'age': 45, 'is_alive': True}"
Avis,Like a bird,girl,False,True,새처럼,"{'name': 'travis wear', 'net_worth': 1000000, 'gender': 'male', 'nationality': 'us', 'height': 2.08, 'birthday': '1990-09-21', 'age': 31, 'is_alive': True}"
Aviva,Season of spring,girl,False,True,봄의 계절,"{'name': 'aviva drescher', 'net_worth': 20000000, 'gender': 'female', 'nationality': 'de'}"
Avner,My father is luminous,boy,True,False,나의 아버지는 빛난다,"[{'name': 'julie kavner', 'net_worth': 85000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'comedian', 'voice_actor'], 'height': 1.7, 'birthday': '1950-09-07', 'age': 72, 'is_alive': True}]"
Avril,Open,girl,False,True,열려 있는,"{'name': 'avril lavigne', 'net_worth': 60000000, 'gender': 'female', 'nationality': 'ca', 'occupation': ['singer-songwriter', 'fashion_designer', 'model', 'actor', 'guitarist', 'musician', 'record_producer', 'artist', 'music_artist'], 'height': 1.55, 'birthday': '1984-09-27', 'age': 37, 'is_alive': True}"
Awinita,Little fawn,girl,False,True,작은 새끼 사슴,[]
Axayacatl,Water-faced,boy,True,False,워터페이스,[]
Axel,Peace of the father,boy,True,False,아버지의 평화,"{'name': 'axelle francine', 'net_worth': 2000000, 'gender': 'female', 'occupation': ['journalist']}"
Axton,From a stone town,boy,True,False,돌 마을에서,"{'name': 'speedy claxton', 'net_worth': 29500000, 'gender': 'male', 'nationality': 'us', 'occupation': ['basketball_player'], 'height': 1.8, 'birthday': '1978-05-08', 'age': 44, 'is_alive': True}"
Ayana,Beautiful blossom,girl,False,True,아름다운 꽃,"{'name': 'dayana mendoza', 'net_worth': 200000, 'gender': 'female', 'nationality': 've', 'occupation': ['model', 'fashion_model'], 'height': 1.76, 'birthday': '1986-06-01', 'age': 36, 'is_alive': True}"
Ayberk,High moon,boy,True,False,하이 문,[]
Ayda,One who returns,girl,False,True,돌아오는 자,"[{'name': 'ayda field', 'net_worth': 30000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor'], 'height': 1.73, 'birthday': '1979-05-17', 'age': 43, 'is_alive': True}]"
Aydin,Educated,boy,True,False,교육받은,[]
Ayer,Inheritor,boy,True,False,"상속, ","{'name': 'jen the pen bayer', 'net_worth': 400000}"
Ayers,Son of Ayer,boy,True,False,에이어의 아들,"{'name': 'nick ayers', 'net_worth': 30000000}"
Ayla,Oak tree,girl,False,True,떡갈 나무,"{'name': 'layla kayleigh', 'net_worth': 500000, 'gender': 'female', 'nationality': 'us', 'occupation': ['presenter', 'actor'], 'height': 1.6, 'birthday': '1984-01-26', 'age': 38, 'is_alive': True}"
Aylen,Joy,girl,False,True,기쁨,"{'name': 'jaylen brown', 'net_worth': 10000000}"
Aylin,Woman with moon halo,girl,False,True,달 후광을 가진 여자,"{'name': 'aylin mujica', 'net_worth': 4000000, 'gender': 'female', 'nationality': 'cu', 'occupation': ['model', 'actor', 'dancer'], 'birthday': '1974-11-24', 'age': 47, 'is_alive': True}"
Aynur,Moon shining,girl,False,True,빛나는 달,[]
Ayo,Full of joy,boygirl,True,True,기쁨 가득한,"{'name': 'ayo & teo', 'net_worth': 2000000}"
Ayodele,Return of happiness,boygirl,True,True,행복의 귀환,[]
Ayomide,Happiness is coming,boygirl,True,True,행복이 온다,[]
Ayotunde,Come-back of happiness,boygirl,True,True,행복의 귀환,[]
Aysel,Moon stream,girl,False,True,달의 흐름,[]
Aysun,Of the moon beauty,girl,False,True,달의 아름다움,[]
Azalea,Withered flower,girl,False,True,시든 꽃,"[{'name': 'iggy azalea', 'net_worth': 6000000, 'gender': 'female', 'nationality': 'au', 'occupation': ['rapper', 'songwriter', 'model'], 'height': 1.78, 'birthday': '1990-06-07', 'age': 32, 'is_alive': True}]"
Azar,Flame,girl,False,True,불꽃,"{'name': 'jaryd lazar', 'net_worth': 8000000}"
Aziel,The Lord is my strength,boy,True,False,"더 엘, d는 내 힘",[]
Azim,Protector,boy,True,False,"보호하다, ","{'name': 'prince azim', 'net_worth': 5000000000, 'gender': 'male', 'nationality': 'bn', 'occupation': ['film_producer'], 'birthday': '1982-07-29', 'age': 40, 'is_alive': True}"
Azubah,Desolate,girl,False,True,황량한,[]
Azzam,Resolute or persevering,boy,True,False,"단호한, 참을성 있는",[]
Baako,Baby first born,boygirl,True,True,"베이비 퍼스트 b, N",[]
Babajide,Father is coming home,boy,True,False,아버지가 집에 오십니다.,[]
Babak,Small father,boy,True,False,작은 아버지,[]
Babatunde,Return of the father,boy,True,False,아버지의 귀환,[]
Babette,Promise of God,girl,False,True,하나님의 약속,[]
Babs,"Stranger, foreigner",girl,False,True,", ",[]
Baby,Infant human,boygirl,True,True,유아 인간,"{'name': 'chiquibaby', 'net_worth': 5000000}"
Bacchus,Make a loud noise,boy,True,False,큰 소리를 내다,[]
Bach,Beside a stream,boy,True,False,개울 옆,"{'name': 'kelly rohrbach', 'net_worth': 2000000}"
Bacon,Selling pork,boy,True,False,"판매 p, 케이","{'name': 'louis bacon', 'net_worth': 1600000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['entrepreneur', 'businessperson', 'trader'], 'birthday': '1953-07-25', 'age': 69, 'is_alive': True}"
Bahadur,Fighter,boy,True,False,전투기,[]
Bahar,Season of spring,girl,False,True,봄의 계절,[]
Bahman,Well-spirited,boy,True,False,씩씩한,[]
Bahram,Winning over resisting people,boy,True,False,저항하는 사람들을 이기는 것,[]
Bai,Person of purity,boygirl,True,True,순결한 사람,"{'name': 'kurt cobain', 'net_worth': 50000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['singer', 'songwriter', 'musician', 'guitarist', 'artist', 'visual_artist'], 'height': 1.77, 'birthday': '1967-02-20', 'age': 27, 'is_alive': False, 'death': '1994-04-05'}"
Bailey,"Governor, bailiff",boygirl,True,True,", ","{'name': 'thomas bailey', 'net_worth': 1100000000, 'gender': 'male', 'nationality': 'us'}"
Bain,White,boy,True,False,하얀색,"{'name': 'kurt cobain', 'net_worth': 50000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['singer', 'songwriter', 'musician', 'guitarist', 'artist', 'visual_artist'], 'height': 1.77, 'birthday': '1967-02-20', 'age': 27, 'is_alive': False, 'death': '1994-04-05'}"
Bainbridge,Useful bridge,boy,True,False,유용한 다리,[]
Baines,White,boy,True,False,하얀색,[]
Baird,Minstrel,boy,True,False,시인,"[{'name': 'diora baird', 'net_worth': 8000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'model'], 'height': 1.73, 'birthday': '1983-04-06', 'age': 39, 'is_alive': True}]"
Baker,In charge of royal kitchen,boy,True,False,로열 키친 담당,"{'name': 'joe don baker', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor'], 'height': 1.89, 'birthday': '1936-02-12', 'age': 86, 'is_alive': True}"
Balazs,"Stammering, stuttering",boy,True,False,"말더듬, 말더듬 기","[{'name': 'andre balazs', 'net_worth': 800000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['entrepreneur', 'businessperson', 'hotel_manager', 'real_estate_development'], 'birthday': '1957-01-31', 'age': 65, 'is_alive': True}]"
Balder,Bearer of light,boy,True,False,빛의 전달자,[]
Baldrick,Bold ruler,boy,True,False,굵은 자,[]
Balduino,Bold friend,boy,True,False,대담한 친구,[]
Baldwin,Bold friend,boy,True,False,대담한 친구,"{'name': 'bobby baldwin', 'net_worth': 20000000, 'gender': 'male', 'nationality': 'us', 'birthday': '1950'}"
Bale,Living near the castle wall,boy,True,False,성벽 근처에 거주,"{'name': 'christian bale', 'net_worth': 120000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['actor', 'voice_actor'], 'height': 1.83, 'birthday': '1974-01-30', 'age': 48, 'is_alive': True}"
Balendin,"Physically powerful, healthy",boy,True,False,"육체적으로 강력하다, 건강한",[]
Balfour,Pasture land in a village,boy,True,False,마을의 목초지,"[{'name': 'eric balfour', 'net_worth': 500000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor', 'singer'], 'height': 1.88, 'birthday': '1977-04-24', 'age': 45, 'is_alive': True}]"
Balint,Hale and healthy,boy,True,False,헤일과 건강,[]
Ballard,Bald man,boy,True,False,대머리 남자,"{'name': 'michael ballard', 'net_worth': 7000000, 'gender': 'male', 'occupation': ['actor']}"
Balzac,Horse with white spots on its legs,boy,True,False,"시간, 다리에 흰 반점이 있는 se",[]
Bambi,Little girl,girl,False,True,어린 소녀,"{'name': 'adiz bambi', 'net_worth': 800000, 'gender': 'female'}"
Bancroft,Village on a hillside,boy,True,False,언덕 위의 마을,"[{'name': 'anne bancroft', 'net_worth': 20000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'voice_actor'], 'height': 1.73, 'birthday': '1931-09-17', 'age': 73, 'is_alive': False, 'death': '2005-06-06'}]"
Bandi,"Virile, manly",boy,True,False,"사나운, 남자다운","[{'name': 'clean bandit', 'net_worth': 10000000}]"
Banks,From a hillside or riverbank,boy,True,False,"언덕에서, 강둑","{'name': 'dwight eubanks', 'net_worth': 5500000, 'gender': 'male', 'occupation': ['actor']}"
Banu,Lady-like,girl,False,True,레이디라이크,"[{'name': 'enrique banuelos', 'net_worth': 1000000000, 'gender': 'male', 'nationality': 'es', 'occupation': ['businessperson'], 'birthday': '1966-02-14', 'age': 56, 'is_alive': True}]"
Bao,Gem,boygirl,True,True,보석,"[{'name': 'liu baolin', 'net_worth': 1270000000}]"
Baptist,Dipping in water,boy,True,False,물에 담그기,"[{'name': 'baptiste giabiconi', 'net_worth': 17000000, 'gender': 'male', 'nationality': 'fr', 'occupation': ['model', 'singer'], 'height': 1.85, 'birthday': '1989-11-09', 'age': 32, 'is_alive': True}]"
Baptiste,Dipping in water,boy,True,False,물에 담그기,"[{'name': 'baptiste giabiconi', 'net_worth': 17000000, 'gender': 'male', 'nationality': 'fr', 'occupation': ['model', 'singer'], 'height': 1.85, 'birthday': '1989-11-09', 'age': 32, 'is_alive': True}]"
Bara,"Stranger, foreigner",girl,False,True,", ","{'name': 'barbara broccoli', 'net_worth': 300000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['film_producer', 'theatrical_producer'], 'birthday': '1960-06-18', 'age': 62, 'is_alive': True}"
Barabal,"Stranger, foreigner",girl,False,True,", ",[]
Barak,Fire bolt,boy,True,False,파이어볼트,"{'name': 'hosni mubarak', 'net_worth': 70000000000, 'gender': 'male', 'nationality': 'eg', 'occupation': ['politician'], 'birthday': '1928-05-04', 'age': 91, 'is_alive': False, 'death': '2020-02-25'}"
Baram,Son of the nation,boy,True,False,민족의 아들,[]
Baraz,High,boy,True,False,높은,[]
Barbara,"Stranger, foreigner",girl,False,True,", ","{'name': 'barbara broccoli', 'net_worth': 300000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['film_producer', 'theatrical_producer'], 'birthday': '1960-06-18', 'age': 62, 'is_alive': True}"
Barbie,"Stranger, foreigner",girl,False,True,", ","[{'name': 'paula barbieri', 'net_worth': 1500000, 'gender': 'female', 'nationality': 'us', 'occupation': ['model', 'actor'], 'height': 1.75, 'birthday': '1966-12-31', 'age': 55, 'is_alive': True}]"
Barbora,"Stranger, foreigner",girl,False,True,", ",[]
Barbra,"Stranger, foreigner",girl,False,True,", ","[{'name': 'barbra streisand', 'net_worth': 400000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['film_director', 'actor', 'film_producer', 'singer-songwriter', 'television_producer', 'television_director', 'screenwriter', 'author', 'writer'], 'height': 1.65, 'birthday': '1942-04-24', 'age': 80, 'is_alive': True}]"
Barbro,"Stranger, foreigner",girl,False,True,", ",[]
Barclay,Wood from a birch tree,boy,True,False,자작나무에서 나온 나무,"{'name': 'paris barclay', 'net_worth': 10000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['film_director', 'television_director', 'television_producer', 'screenwriter', 'copywriter', 'actor'], 'birthday': '1956-06-30', 'age': 66, 'is_alive': True}"
